,BILL NO.,DATE,PRODUCT NAME,IT group,BRAND,DESING,COLOR,SIZE,QTY.,RATE,DIS. AMT.,SALE AMT.,PURCH AMT.,PURCH PARTY,year,month,day,item_type
5361,G2130,2019-10-30,M.TSHIRT,M.TSHIRT,UCB,666,ASTD,L,1.0,549.0,54.9,494.1,376.46,SK ENTERPRISE,2019,10,30,male
5362,G2130,2019-10-30,M.TSHIRT,M.TSHIRT,VANHEUSEN,60021,ASTD,XL,1.0,499.0,24.95,474.05,332.67,HR FASHION,2019,10,30,male
5363,G2130,2019-10-30,M.TSHIRT,M.TSHIRT,VANHEUSEN,60036,ASTD,M,1.0,799.0,39.95,759.05,532.66,HR FASHION,2019,10,30,male
5364,G2131,2019-10-30,L.NIGHTSUIT,L.NIGHTSUIT,R.K,9433,ASTD,L,1.0,710.0,35.5,674.5,450.0,RADHA KRISHNA SALES,2019,10,30,female
5365,G2132,2019-10-30,M.TRUNK,M.TRUNK,ZOIRO,TRENTO,ASTD,XL,1.0,240.0,12.0,228.0,175.19,V3 ENTERPRISE,2019,10,30,male
5366,G2133,2019-10-30,M.TRUNK,M.TRUNK,AMUL MACHO,COSMO,ASTD,M,1.0,140.0,7.0,133.0,105.0,GAYATRI HOSIERY TRADERS,2019,10,30,male
5367,G2133,2019-10-30,M.TRUNK,M.TRUNK,AMUL MACHO,COSMO,ASTD,M,1.0,140.0,7.0,133.0,105.0,GAYATRI HOSIERY TRADERS,2019,10,30,male
5368,G2133,2019-10-30,M.TRUNK,M.TRUNK,AMUL MACHO,COSMO,ASTD,M,1.0,140.0,7.0,133.0,105.0,GAYATRI HOSIERY TRADERS,2019,10,30,male
5369,G2133,2019-10-30,M.TRUNK,M.TRUNK,AMUL MACHO,COSMO,ASTD,M,1.0,140.0,7.0,133.0,105.0,GAYATRI HOSIERY TRADERS,2019,10,30,male
5370,G2133,2019-10-30,M.CAPRI,M.CAPRI,HUCK,CAPRI,ASTD,XXL,1.0,635.0,31.75,603.25,478.8,M.G.GARMENT,2019,10,30,male
5371,G2133,2019-10-30,M.CAPRI,M.CAPRI,HUCK,CAPRI,ASTD,XL,1.0,620.0,31.0,589.0,418.95,M.G.GARMENT,2019,10,30,male
5372,G2133,2019-10-30,M.VEST,M.VEST,SAJANI,RNS,ASTD,85,1.0,105.0,5.25,99.75,80.76,SANDIP HOSIERY INDUSTRIES,2019,10,30,male
5373,G2133,2019-10-30,M.VEST,M.VEST,SAJANI,RNS,ASTD,85,1.0,105.0,5.25,99.75,80.76,SANDIP HOSIERY INDUSTRIES,2019,10,30,male
5374,G2134,2019-10-30,PERFUME,PERFUME,DENVER,DEO,-,-,1.0,225.0,0.0,225.0,86.67,SITARAM COSMETIC,2019,10,30,other
5375,G2134,2019-10-30,M.BRIEF,M.BRIEF,JOCKEY,IC27,ASTD,M,1.0,429.0,21.45,407.55,318.6,NETCOMM INFOSYS,2019,10,30,male
5376,G2134,2019-10-30,M.BRIEF,M.BRIEF,JOCKEY,IC27,ASTD,M,1.0,429.0,21.45,407.55,318.6,NETCOMM INFOSYS,2019,10,30,male
5377,G2134,2019-10-30,SOCKS,SOCKS,PETER ENGLAND,PE-109,ASTD,FREE,1.0,109.0,5.45,103.55,75.79,SHREE AAIJI APPRELS,2019,10,30,other
5378,G2134,2019-10-30,PERFUME,PERFUME,POUR HOME,AIR,-,-,1.0,140.0,0.0,140.0,80.0,SHREE GAYATRI SALES AGENCY,2019,10,30,other
5379,G2134,2019-10-30,SOCKS,SOCKS,SUPERSOX,SOCKS,ASTD,FREE,1.0,115.0,11.5,103.5,78.49,V3 ENTERPRISE,2019,10,30,other
5380,G2134,2019-10-30,M.BRIEF,M.BRIEF,U.S.POLO,I006,ASTD,M,1.0,199.0,9.95,189.05,147.8,VANKAWALA AGENCIES,2019,10,30,male
5381,G2134,2019-10-30,M.BRIEF,M.BRIEF,U.S.POLO,I006,ASTD,M,1.0,199.0,9.95,189.05,147.8,VANKAWALA AGENCIES,2019,10,30,male
5382,G2135,2019-10-30,M.VEST,M.VEST,JOCKEY,8820,ASTD,M,1.0,179.0,8.95,170.05,129.64,AMI ENTERPRISE,2019,10,30,male
5383,G2135,2019-10-30,M.VEST,M.VEST,JOCKEY,8820,ASTD,M,1.0,179.0,8.95,170.05,129.64,AMI ENTERPRISE,2019,10,30,male
5384,G2135,2019-10-30,L.BRA,L.BRA,SHERRY,888,ASTD,36,1.0,335.0,16.75,318.25,223.34,PARUL HOSIERY,2019,10,30,female
5385,G2136,2019-10-30,G.NIGHTSUIT,G.NIGHTSUIT,COST,FULL,ASTD,14,1.0,480.0,24.0,456.0,346.5,M.G. GARMENT,2019,10,30,girl
5386,G2136,2019-10-30,L.TRACKPANT,L.TRACKPANT,JOCKEY,AA01,ASTD,L,1.0,899.0,44.95,854.05,602.95,SAI MARKETING,2019,10,30,female
5387,G2136,2019-10-30,L.TSHIRT,L.TSHIRT,NEVA,VLC003,ASTD,L,1.0,324.0,32.4,291.6,216.33,H.P.TRADERS,2019,10,30,female
5388,G2136,2019-10-30,B.BOXER,B.BOXER,UCB,K371,ASTD,S,1.0,499.0,49.9,449.1,342.18,SK ENTERPRISE,2019,10,30,boy
5389,G2137,2019-10-31,M.CAPRI,M.CAPRI,SAJANI,DD,ASTD,40,1.0,450.0,22.5,427.5,340.32,SANDIP HOSIERY INDUSTRIES,2019,10,31,male
5390,G2138,2019-10-31,M.CAPRI,M.CAPRI,FUEL,CAPRI,ASTD,XL,1.0,800.0,40.0,760.0,522.5,SHREE M.G. GARMENT,2019,10,31,male
5391,G2138,2019-10-31,M.TSHIRT,M.TSHIRT,NEVA,VMC101,ASTD,XXL,1.0,327.0,32.7,294.3,218.0,MANAV CORPORATION,2019,10,31,male
5392,G2138,2019-10-31,M.TSHIRT,M.TSHIRT,VANHEUSEN,60021,ASTD,XL,-1.0,499.0,-24.95,-474.05,-332.67,HR FASHION,2019,10,31,male
5393,G2139,2019-10-31,M.BRIEF,M.BRIEF,ZOIRO,TRENTO,ASTD,M,1.0,215.0,10.75,204.25,149.47,V3 ENTERPRISE,2019,10,31,male
5394,G2139,2019-10-31,M.BRIEF,M.BRIEF,ZOIRO,TRENTO-31,ASTD,M,1.0,215.0,10.75,204.25,149.47,V3 ENTERPRISE,2019,10,31,male
5395,G2140,2019-10-31,L.NIGHTSUIT,L.NIGHTSUIT,R.K,1503,ASTD,L,1.0,850.0,42.5,807.5,540.0,RADHA KRISHNA SALES,2019,10,31,female
5396,G2141,2019-10-31,M.TRUNK,M.TRUNK,ZOIRO,1003,ASTD,L,1.0,205.0,10.25,194.75,142.52,V3 ENTERPRISE,2019,10,31,male
5397,G2141,2019-10-31,M.TRUNK,M.TRUNK,ZOIRO,1003,ASTD,L,1.0,205.0,10.25,194.75,142.52,V3 ENTERPRISE,2019,10,31,male
5398,G2142,2019-10-31,M.BRIEF,M.BRIEF,ZOIRO,2011,ASTD,S,1.0,155.0,7.75,147.25,112.78,V3 ENTERPRISE,2019,10,31,male
5399,G2142,2019-10-31,M.BRIEF,M.BRIEF,ZOIRO,2011,ASTD,S,1.0,155.0,7.75,147.25,112.78,V3 ENTERPRISE,2019,10,31,male
5400,G2142,2019-10-31,M.BRIEF,M.BRIEF,ZOIRO,TRENTO,ASTD,M,-1.0,215.0,-10.75,-204.25,-149.47,V3 ENTERPRISE,2019,10,31,male
5401,G2142,2019-10-31,M.BRIEF,M.BRIEF,ZOIRO,TRENTO-31,ASTD,M,-1.0,215.0,-10.75,-204.25,-149.47,V3 ENTERPRISE,2019,10,31,male
5402,G2143,2019-10-31,M.BOXER,M.BOXER,JOCKEY,8222,ASTD,XL,1.0,360.0,18.0,342.0,260.36,AMI ENTERPRISE,2019,10,31,male
5403,G2143,2019-10-31,M.BOXER,M.BOXER,JOCKEY,8222,ASTD,XL,1.0,360.0,18.0,342.0,260.36,AMI ENTERPRISE,2019,10,31,male
5404,G2143,2019-10-31,M.TRACKPANT,M.TRACKPANT,KANCHIRO,TRACK,ASTD,L-XXL,1.0,850.0,42.5,807.5,653.36,M.G. GARMENT,2019,10,31,male
5405,G2144,2019-10-31,M.TRACKPANT,M.TRACKPANT,KANCHIRO,TRACK,ASTD,XL-3XL,1.0,850.0,42.5,807.5,648.38,M.G. GARMENT,2019,10,31,male
5406,G2145,2019-10-31,SOCKS,SOCKS,GALAXY,ANKLE,ASTD,FREE,1.0,60.0,0.0,60.0,35.0,MARUTI HOSIERY,2019,10,31,other
5407,G2145,2019-10-31,SOCKS,SOCKS,NOVELTY,ANKLE,ASTD,FREE,1.0,50.0,0.0,50.0,10.0,PANSURIYA GIFT AND PERFUME,2019,10,31,other
5408,G2146,2019-10-31,M.CAPRI,M.CAPRI,MAPLE,KM1015,ASTD,XXL,1.0,390.0,19.5,370.5,262.5,WELCOME HOSIERY,2019,10,31,male
5409,G2147,2019-10-31,M.TRACKPANT,M.TRACKPANT,KANCHIRO,TRACK,ASTD,XL-3XL,1.0,850.0,42.5,807.5,648.38,M.G. GARMENT,2019,10,31,male
5410,G2147,2019-10-31,M.TSHIRT,M.TSHIRT,NEVA,VMC101,ASTD,L,1.0,314.0,31.4,282.6,199.68,MANAV CORPORATION,2019,10,31,male
5411,G2147,2019-10-31,M.TSHIRT,M.TSHIRT,UCB,666,ASTD,XL,1.0,549.0,54.9,494.1,376.46,SK ENTERPRISE,2019,10,31,male
5412,G2148,2019-10-31,L.TSHIRT,L.TSHIRT,NISAR,TSHIRT,ASTD,L,1.0,210.0,10.5,199.5,135.0,SHREE M.G. GARMENT,2019,10,31,female
5413,G2148,2019-10-31,L.BRA,L.BRA,SAJANI,JIYA,ASTD,34,1.0,80.0,4.0,76.0,61.75,SANDIP HOSIERY INDUSTRIES,2019,10,31,female
5414,G2148,2019-10-31,L.BRA,L.BRA,SAJANI,OPAL,ASTD,34,1.0,125.0,6.25,118.75,95.0,SANDIP HOSIERY INDUSTRIES,2019,10,31,female
5415,G2149,2019-11-01,M.BRIEF,M.BRIEF,AMUL MACHO,OE,ASTD,90,1.0,85.0,4.25,80.75,63.81,GAYATRI HOSIERY TRADERS,2019,11,1,male
5416,G2150,2019-11-01,M.VEST,M.VEST,AMUL MACHO,PARKA,ASTD,95,1.0,115.0,5.75,109.25,86.1,GAYATRI HOSIERY TRADERS,2019,11,1,male
5417,G2151,2019-11-01,M.TRUNK,M.TRUNK,AMUL MACHO,P.M.TRUNK,ASTD,85,1.0,100.0,5.0,95.0,75.24,GAYATRI HOSIERY TRADERS,2019,11,1,male
5418,G2151,2019-11-01,M.TRUNK,M.TRUNK,AMUL MACHO,P.M.TRUNK,ASTD,85,1.0,105.0,5.25,99.75,75.24,GAYATRI HOSIERY TRADERS,2019,11,1,male
5419,G2151,2019-11-01,L.BRIEF,L.BRIEF,SAJANI,SILVER,ASTD,85,1.0,95.0,4.75,90.25,60.81,SANDIP HOSIERY INDUSTRIES,2019,11,1,female
5420,G2151,2019-11-01,L.BRIEF,L.BRIEF,SAJANI,SILVER,ASTD,85,1.0,95.0,4.75,90.25,60.81,SANDIP HOSIERY INDUSTRIES,2019,11,1,female
5421,G2152,2019-11-01,M.BRIEF,M.BRIEF,ZOIRO,LORENZO,ASTD,XL,1.0,240.0,12.0,228.0,166.85,V3 ENTERPRISE,2019,11,1,male
5422,G2152,2019-11-01,M.BRIEF,M.BRIEF,ZOIRO,LORENZO,ASTD,XL,1.0,240.0,12.0,228.0,166.85,V3 ENTERPRISE,2019,11,1,male
5423,G2153,2019-11-01,M.TRUNK,M.TRUNK,ZOIRO,TRENTO-32,ASTD,M,1.0,240.0,12.0,228.0,166.85,V3 ENTERPRISE,2019,11,1,male
5424,G2153,2019-11-01,M.TRUNK,M.TRUNK,ZOIRO,TRENTO-32,ASTD,M,1.0,240.0,12.0,228.0,166.85,V3 ENTERPRISE,2019,11,1,male
5425,G2154,2019-11-01,M.BRIEF,M.BRIEF,JOCKEY,US07,ASTD,M,1.0,229.0,11.45,217.55,165.86,KRISHNA ENTERPRISE,2019,11,1,male
5426,G2155,2019-11-02,M.TRUNK,M.TRUNK,JOCKEY,8015,ASTD,L,1.0,219.0,10.95,208.05,158.61,AMI ENTERPRISE,2019,11,2,male
5427,G2155,2019-11-02,M.TRUNK,M.TRUNK,JOCKEY,8015,ASTD,L,1.0,219.0,10.95,208.05,158.61,AMI ENTERPRISE,2019,11,2,male
5428,G2155,2019-11-02,M.TRUNK,M.TRUNK,ZOIRO,TRENTO-32,ASTD,M,-1.0,240.0,-12.0,-228.0,-166.85,V3 ENTERPRISE,2019,11,2,male
5429,G2155,2019-11-02,M.TRUNK,M.TRUNK,ZOIRO,TRENTO-32,ASTD,M,-1.0,240.0,-12.0,-228.0,-166.85,V3 ENTERPRISE,2019,11,2,male
5430,G2156,2019-11-02,M.TSHIRT,M.TSHIRT,UCB,666,ASTD,XL,-1.0,549.0,-54.9,-494.1,-376.46,SK ENTERPRISE,2019,11,2,male
5431,G2157,2019-11-02,M.TRACKPANT,M.TRACKPANT,DRAG,1120,ASTD,M-XL,1.0,899.0,44.95,854.05,590.47,V3 ENTERPRISE,2019,11,2,male
5432,G2158,2019-11-02,M.VEST,M.VEST,SAJANI,RN,ASTD,85,1.0,80.0,4.0,76.0,61.75,SANDIP HOSIERY INDUSTRIES,2019,11,2,male
5433,G2158,2019-11-02,M.VEST,M.VEST,SAJANI,RN,ASTD,85,1.0,80.0,4.0,76.0,61.75,SANDIP HOSIERY INDUSTRIES,2019,11,2,male
5434,G2159,2019-11-02,L.BRIEF,L.BRIEF,SAJANI,666,ASTD,M,1.0,255.0,12.75,242.25,199.51,SANDIP HOSIERY INDUSTRIES,2019,11,2,female
5435,G2160,2019-11-02,M.VEST,M.VEST,SAJANI,SLCD,ASTD,90,1.0,105.0,5.25,99.75,73.15,SANDIP HOSIERY INDUSTRIES,2019,11,2,male
5436,G2160,2019-11-02,M.VEST,M.VEST,SAJANI,SLCD,ASTD,90,1.0,105.0,5.25,99.75,73.15,SANDIP HOSIERY INDUSTRIES,2019,11,2,male
5437,G2161,2019-11-02,M.TRACKPANT,M.TRACKPANT,DRAG,1120,ASTD,M-XL,-1.0,899.0,-44.95,-854.05,-590.47,V3 ENTERPRISE,2019,11,2,male
5438,G2162,2019-11-02,M.TRUNK,M.TRUNK,SAJANI,SLCD,ASTD,85,1.0,105.0,5.25,99.75,73.15,SANDIP HOSIERY INDUSTRIES,2019,11,2,male
5439,G2163,2019-11-02,B.BRIEF,B.BRIEF,AMUL MACHO,OE,ASTD,75,1.0,80.0,4.0,76.0,55.24,GAYATRI HOSIERY TRADERS,2019,11,2,boy
5440,G2163,2019-11-02,B.BRIEF,B.BRIEF,AMUL MACHO,OE,ASTD,75,1.0,80.0,4.0,76.0,55.24,GAYATRI HOSIERY TRADERS,2019,11,2,boy
5441,G2163,2019-11-02,B.NIGHTSUIT,B.NIGHTSUIT,DFL,F/S,ASTD,08,1.0,625.0,31.25,593.75,390.0,DFL CLOTHING COMPANY,2019,11,2,boy
5442,G2163,2019-11-02,M.TRACKPANT,M.TRACKPANT,VANHEUSEN,50052,ASTD,S,1.0,999.0,49.95,949.05,666.0,HR FASHION,2019,11,2,male
5443,G2164,2019-11-02,L.TSHIRT,L.TSHIRT,JOCKEY,1515-01,ASTD,S,1.0,439.0,21.95,417.05,294.44,SAI MARKETING,2019,11,2,female
5444,G2164,2019-11-02,L.SHORT,L.SHORT,SWEET DREAM,LB-3021A9,ASTD,S,1.0,399.0,19.95,379.05,273.6,V3 ENTERPRISE,2019,11,2,female
5445,G2165,2019-11-02,M.BRIEF,M.BRIEF,ZOIRO,LORENZO,ASTD,S,1.0,240.0,12.0,228.0,166.85,V3 ENTERPRISE,2019,11,2,male
5446,G2166,2019-11-02,M.BRIEF,M.BRIEF,ZOIRO,LORENZO,ASTD,S,-1.0,240.0,-12.0,-228.0,-166.85,V3 ENTERPRISE,2019,11,2,male
5447,G2166,2019-11-02,M.BRIEF,M.BRIEF,ZOIRO,LORENZO,ASTD,M,1.0,240.0,12.0,228.0,166.85,V3 ENTERPRISE,2019,11,2,male
5448,G2167,2019-11-02,M.CAPRI,M.CAPRI,BARRY CLARK,C99,ASTD,XL,1.0,371.0,18.55,352.45,261.45,GAYATRI SALES,2019,11,2,male
5449,G2168,2019-11-02,M.CAPRI,M.CAPRI,FUEL,CAPRI,ASTD,XXL,1.0,800.0,40.0,760.0,522.5,SHREE M.G. GARMENT,2019,11,2,male
5450,G2168,2019-11-02,M.CAPRI,M.CAPRI,FUEL,CAPRI,ASTD,XXL,1.0,800.0,40.0,760.0,522.5,SHREE M.G. GARMENT,2019,11,2,male
5451,G2168,2019-11-02,M.TSHIRT,M.TSHIRT,IMPORTED,TSHIRT,ASTD,XL,1.0,580.0,29.0,551.0,375.0,SHREE M.G. GARMENT,2019,11,2,male
5452,G2168,2019-11-02,M.TSHIRT,M.TSHIRT,NEVA,VMC101,ASTD,XL,1.0,329.0,32.9,296.1,207.62,MANAV CORPORATION,2019,11,2,male
5453,G2169,2019-11-02,M.TRUNK,M.TRUNK,AMUL MACHO,P.M.TRUNK,ASTD,90,1.0,105.0,5.25,99.75,75.24,GAYATRI HOSIERY TRADERS,2019,11,2,male
5454,G2169,2019-11-02,M.TRUNK,M.TRUNK,AMUL MACHO,P.M.TRUNK,ASTD,90,1.0,105.0,5.25,99.75,75.24,GAYATRI HOSIERY TRADERS,2019,11,2,male
5455,G2170,2019-11-03,M.CAPRI,M.CAPRI,FUEL,CAPRI,ASTD,L,1.0,800.0,40.0,760.0,522.5,SHREE M.G. GARMENT,2019,11,3,male
5456,G2170,2019-11-03,M.VEST,M.VEST,JOCKEY,8820,ASTD,S,1.0,159.0,7.95,151.05,120.91,AMI ENTERPRISE,2019,11,3,male
5457,G2170,2019-11-03,M.VEST,M.VEST,JOCKEY,8820,ASTD,S,1.0,159.0,7.95,151.05,120.91,AMI ENTERPRISE,2019,11,3,male
5458,G2171,2019-11-03,M.CAPRI,M.CAPRI,MAPLE,SATIN,ASTD,XL,1.0,690.0,34.5,655.5,483.0,WELCOME HOSIERY,2019,11,3,male
5459,G2172,2019-11-03,L.BRA,L.BRA,TRYLO,PARESHA,ASTD,32,1.0,290.0,14.5,275.5,198.45,PARSHWA TRADING CO.,2019,11,3,female
5460,G2173,2019-11-03,M.TRACKPANT,M.TRACKPANT,HUCK,TRACK,ASTD,3XL,1.0,690.0,34.5,655.5,498.75,M.G.GARMENT,2019,11,3,male
5461,G2174,2019-11-03,M.TRACKPANT,M.TRACKPANT,HUCK,TRACK,ASTD,XL,1.0,630.0,31.5,598.5,458.85,M.G.GARMENT,2019,11,3,male
5462,G2175,2019-11-03,L.BRIEF,L.BRIEF,JOCKEY,SS02,ASTD,XL,1.0,180.0,9.0,171.0,131.63,RIDHAAN ENTERPRISE,2019,11,3,female
5463,G2175,2019-11-03,L.BRA,L.BRA,LAIKA,LITTLE,ASTD,34,1.0,260.0,13.0,247.0,163.0,OM MARKETING,2019,11,3,female
5464,G2176,2019-11-03,L.BRA,L.BRA,TRYLO,ALPA,ASTD,32,1.0,375.0,18.75,356.25,256.2,PARSHWA TRADING CO.,2019,11,3,female
5465,G2177,2019-11-03,B.BRIEF,B.BRIEF,BODYCARE,7229,ASTD,75,1.0,315.0,15.75,299.25,221.6,MAHEK CREATION,2019,11,3,boy
5466,G2177,2019-11-03,L.BRIEF,L.BRIEF,SAME DAY,GST,ASTD,M,1.0,345.0,17.25,327.75,225.0,SAME DAY,2019,11,3,female
5467,G2178,2019-11-03,M.TRUNK,M.TRUNK,AMUL MACHO,P.M.TRUNK,ASTD,85,1.0,105.0,5.25,99.75,75.24,GAYATRI HOSIERY TRADERS,2019,11,3,male
5468,G2178,2019-11-03,M.TRUNK,M.TRUNK,AMUL MACHO,P.M.TRUNK,ASTD,85,1.0,105.0,5.25,99.75,75.24,GAYATRI HOSIERY TRADERS,2019,11,3,male
5469,G2179,2019-11-03,M.TSHIRT,M.TSHIRT,NEVA,VMC101,ASTD,S,1.0,315.0,31.5,283.5,199.68,MANAV CORPORATION,2019,11,3,male
5470,G2180,2019-11-03,PERFUME,PERFUME,SP,PERFUME,ASTD,NO,1.0,200.0,20.0,180.0,110.0,R.K. PERFUME,2019,11,3,other
5471,G2181,2019-11-03,M.CAPRI,M.CAPRI,KANCHIRO,CAPRI-3,ASTD,L-XXL,1.0,800.0,40.0,760.0,551.0,SHREE M.G. GARMENT,2019,11,3,male
5472,G2181,2019-11-03,M.TSHIRT,M.TSHIRT,NEVA,VMC2000,ASTD,M,1.0,410.0,41.0,369.0,273.0,MANAV CORPORATION,2019,11,3,male
5473,G2182,2019-11-04,SWIM WEAR,SWIM WEAR,SWIM,KT-222,ASTD,L,1.0,260.0,0.0,260.0,166.0,BABA TRADERES,2019,11,4,other
5474,G2183,2019-11-04,M.CAPRI,M.CAPRI,FUEL,CAPRI,ASTD,XL,1.0,800.0,40.0,760.0,522.5,SHREE M.G. GARMENT,2019,11,4,male
5475,G2183,2019-11-04,M.CAPRI,M.CAPRI,MAPLE,SATIN,ASTD,XL,-1.0,690.0,-34.5,-655.5,-483.0,WELCOME HOSIERY,2019,11,4,male
5476,G2184,2019-11-04,M.TRUNK,M.TRUNK,SAJANI,SLCD,ASTD,85,1.0,105.0,5.25,99.75,73.15,SANDIP HOSIERY INDUSTRIES,2019,11,4,male
5477,G2185,2019-11-04,M.TRUNK,M.TRUNK,AMUL MACHO,P.TRUNK,ASTD,85,1.0,110.0,5.5,104.5,83.81,GAYATRI HOSIERY TRADERS,2019,11,4,male
5478,G2185,2019-11-04,M.CAPRI,M.CAPRI,FASHION,CAPRI,ASTD,XL XXL,1.0,370.0,0.0,370.0,250.0,MARUTI HOSIERY,2019,11,4,male
5479,G2186,2019-11-04,L.BRA,L.BRA,TRYLO,ALPA,ASTD,32,1.0,375.0,18.75,356.25,256.2,PARSHWA TRADING CO.,2019,11,4,female
5480,G2187,2019-11-04,B.BRIEF,B.BRIEF,AMUL MACHO,BRIEF,ASTD,65,1.0,70.0,3.5,66.5,54.6,GAYATRI HOSIERY TRADERS,2019,11,4,boy
5481,G2187,2019-11-04,B.BRIEF,B.BRIEF,AMUL MACHO,BRIEF,ASTD,65,1.0,70.0,3.5,66.5,54.6,GAYATRI HOSIERY TRADERS,2019,11,4,boy
5482,G2187,2019-11-04,M.BRIEF,M.BRIEF,JOCKEY,8044,ASTD,L,1.0,179.0,8.95,170.05,129.64,AMI ENTERPRISE,2019,11,4,male
5483,G2187,2019-11-04,M.BRIEF,M.BRIEF,JOCKEY,8044,ASTD,L,1.0,179.0,8.95,170.05,129.64,AMI ENTERPRISE,2019,11,4,male
5484,G2187,2019-11-04,M.BRIEF,M.BRIEF,JOCKEY,8044,ASTD,L,1.0,179.0,8.95,170.05,129.64,AMI ENTERPRISE,2019,11,4,male
5485,G2187,2019-11-04,M.BRIEF,M.BRIEF,JOCKEY,8044,ASTD,L,1.0,179.0,8.95,170.05,129.64,AMI ENTERPRISE,2019,11,4,male
5486,G2188,2019-11-05,G.NIGHTSUIT,G.NIGHTSUIT,COST,CAPRI,ASTD,14,1.0,490.0,24.5,465.5,320.0,SHREE M.G. GARMENT,2019,11,5,girl
5487,G2189,2019-11-05,M.TSHIRT,M.TSHIRT,NEVA,8000,ASTD,S-XXL,1.0,429.0,42.9,386.1,286.01,MANAV CORPORATION,2019,11,5,male
5488,G2190,2019-11-05,L.BRA,L.BRA,LAIKA,LITTLE,ASTD,34,-1.0,260.0,-13.0,-247.0,-163.0,OM MARKETING,2019,11,5,female
5489,G2190,2019-11-05,L.BRA,L.BRA,LAIKA,LITTLE,ASTD,36,1.0,260.0,13.0,247.0,163.0,OM MARKETING,2019,11,5,female
5490,G2191,2019-11-05,M.CAPRI,M.CAPRI,BARRY CLARK,C99,ASTD,XL,1.0,371.0,18.55,352.45,261.45,GAYATRI SALES,2019,11,5,male
5491,G2192,2019-11-05,M.TRACKPANT,M.TRACKPANT,KANCHIRO,TRACK,ASTD,L-XXL,1.0,850.0,42.5,807.5,653.36,M.G. GARMENT,2019,11,5,male
5492,G2193,2019-11-05,M.BRIEF,M.BRIEF,JOCKEY,UB12,ASTD,12,1.0,299.0,14.95,284.05,196.53,MATANGI MARKETING,2019,11,5,male
5493,G2194,2019-11-05,M.BRIEF,M.BRIEF,ZOIRO,SOFT CL,ASTD,L,1.0,155.0,7.75,147.25,107.41,V3 ENTERPRISE,2019,11,5,male
5494,G2194,2019-11-05,M.BRIEF,M.BRIEF,ZOIRO,SOFT CL,ASTD,L,1.0,155.0,7.75,147.25,107.41,V3 ENTERPRISE,2019,11,5,male
5495,G2195,2019-11-05,M.BOXER,M.BOXER,U.S.POLO,I664,ASTD,L,1.0,649.0,32.45,616.55,459.07,SK ENTERPRISE,2019,11,5,male
5496,G2195,2019-11-05,M.TSHIRT,M.TSHIRT,UCB,666,ASTD,M,1.0,549.0,54.9,494.1,376.46,SK ENTERPRISE,2019,11,5,male
5497,G2196,2019-11-06,M.CAPRI,M.CAPRI,FUEL,CAPRI,ASTD,L,1.0,800.0,120.0,680.0,522.5,SHREE M.G. GARMENT,2019,11,6,male
5498,G2197,2019-11-06,M.VEST,M.VEST,SAJANI,RN,ASTD,8,1.0,80.0,4.0,76.0,67.45,SANDIP HOSIERY INDUSTRIES,2019,11,6,male
5499,G2197,2019-11-06,M.VEST,M.VEST,SAJANI,RN,ASTD,8,1.0,80.0,4.0,76.0,67.45,SANDIP HOSIERY INDUSTRIES,2019,11,6,male
5500,G2198,2019-11-06,M.VEST,M.VEST,AMUL MACHO,VEST RN,ASTD,90,1.0,90.0,4.5,85.5,73.5,GAYATRI HOSIERY TRADERS,2019,11,6,male
5501,G2198,2019-11-06,M.VEST,M.VEST,AMUL MACHO,VEST RN,ASTD,90,1.0,90.0,4.5,85.5,73.5,GAYATRI HOSIERY TRADERS,2019,11,6,male
5502,G2198,2019-11-06,M.VEST,M.VEST,AMUL MACHO,RN,ASTD,90,1.0,90.0,4.5,85.5,66.67,GAYATRI HOSIERY TRADERS,2019,11,6,male
5503,G2198,2019-11-06,M.VEST,M.VEST,AMUL MACHO,RN,ASTD,90,1.0,90.0,4.5,85.5,66.67,GAYATRI HOSIERY TRADERS,2019,11,6,male
5504,G2198,2019-11-06,M.TSHIRT,M.TSHIRT,OBOLA,TSHIRT,ASTD,L,1.0,430.0,21.5,408.5,280.0,SHREE M.G. GARMENT,2019,11,6,male
5505,G2198,2019-11-06,B.BOXER,B.BOXER,UCB,K371,ASTD,L,1.0,499.0,49.9,449.1,342.18,SK ENTERPRISE,2019,11,6,boy
5506,G2199,2019-11-06,L.TSHIRT,L.TSHIRT,JOCKEY,UL02-01,ASTD,L,1.0,499.0,24.95,474.05,334.68,SAI MARKETING,2019,11,6,female
5507,G2199,2019-11-06,M.BRIEF,M.BRIEF,PARK AVENUE,PZRA00021,ASTD,XL,1.0,475.0,23.75,451.25,330.25,V DO BUSINESS,2019,11,6,male
5508,G2199,2019-11-06,L.CAPRI,L.CAPRI,SWEET DREAM,LC-3205G9,ASTD,L,1.0,799.0,39.95,759.05,547.88,V3 ENTERPRISE,2019,11,6,female
5509,G2199,2019-11-06,M.TSHIRT,M.TSHIRT,VANHEUSEN,60021,ASTD,XL,1.0,499.0,24.95,474.05,332.67,HR FASHION,2019,11,6,male
5510,G2199,2019-11-06,M.TSHIRT,M.TSHIRT,VANHEUSEN,60036,ASTD,XL,1.0,829.0,41.45,787.55,552.66,HR FASHION,2019,11,6,male
5511,G2200,2019-11-07,L.TSHIRT,L.TSHIRT,JOCKEY,UL02-01,ASTD,XL,1.0,499.0,24.95,474.05,351.41,SAI MARKETING,2019,11,7,female
